,Species,Season,Inspected,Longitude,Latitude,Watered
279,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.0840699999,42.3000700401,No
280,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.0595970448,42.3016804229,No
281,MALUS 'ROYAL RAINDROPS',Fall 2018,Yes,-71.13018999970001,42.302760041199996,No
282,ACER TRUNCATUM 'NORWEGIAN SUNSET',Fall 2018,Yes,-71.0634499999,42.3036900408,No
283,QUERCUS PHELLOS,Spring 2019,Yes,-71.0743300002,42.303710040700004,No
284,ACER GINNALA FLAME,Spring 2019,Yes,-71.0643000002,42.3046200398,No
285,PRUNUS ROSACEAE 'OKAME',Spring 2019,Yes,-71.1262000004,42.3048700403,Yes
286,PRUNUS ROSACEAE 'OKAME',Spring 2019,Yes,-71.1262000004,42.3048700403,Yes
287,PRUNUS ROSACEAE 'OKAME',Spring 2019,Yes,-71.1262000004,42.3048700403,Yes
288,TILIA CORDATA 'GREEN SPIRE',Spring 2019,Yes,-71.0659699997,42.3052200397,No
289,KOELREUTERIA PANICULATA 'GOLDEN CANDLE',Spring 2019,Yes,-71.0837500002,42.3055500411,No
290,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.10801999979999,42.3056500397,No
291,OSTRYA VIRGINIANA,Spring 2019,Yes,-71.10304371229999,42.3057083129,No
292,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.107968,42.3057200402,No
293,KOELREUTERIA PANICULATA 'GOLDEN CANDLE',Spring 2019,Yes,-71.1030696583,42.305752294899996,No
294,QUERCUS PHELLOS,Spring 2019,Yes,-71.0632599999,42.305840040999996,No
295,QUERCUS PHELLOS,Spring 2019,Yes,-71.0633400003,42.3060400397,No
296,GLEDITSIA TRI. INERMIS HALKA,Fall 2018,Yes,-71.08680999890001,42.3067300397,No
297,ULMUS WILSONIANA 'PROSPECTOR',Spring 2019,Yes,-71.1066899991,42.3068700402,No
298,GLEDITSIA TRI. INERMIS HALKA,Spring 2019,Yes,-71.0585736041,42.3080131639,No
299,ACER RUBRUM RED SUNSET,Spring 2019,Yes,-71.088154723,42.3082952702,No
300,LIRIODENDRON 'EMERALD CITY',Spring 2019,Yes,-71.07781999999999,42.3085100411,No
301,KOELREUTERIA PANICULATA 'GOLDEN CANDLE',Spring 2019,Yes,-71.0881699989,42.308980039699996,No
302,PYRUS CALLERYANA 'CHANTICLEER',Fall 2018,Yes,-71.1173600003,42.3093900412,No
303,ZELKOVA SERRATA 'GREEN VASE',Spring 2019,Yes,-71.0877599997,42.3095400398,No
304,QUERCUS PHELLOS,Spring 2019,Yes,-71.1175400003,42.30967004,No
305,QUERCUS PALUSTRIS,Spring 2019,Yes,-71.0875200004,42.3098500399,No
306,TILIA TOMENTOSA 'STERLING SILVER',Fall 2018,Yes,-71.0892600003,42.3099300403,No
307,ACER RUBRUM OCT. GLORY,Fall 2018,Yes,-71.0894200001,42.3100500411,No
308,TILIA TOMENTOSA 'STERLING SILVER',Fall 2018,Yes,-71.0894200001,42.3100500411,No
309,PRUNUS VIRGINIANA CANADA RED,Spring 2019,Yes,-71.0873399987,42.310180040300004,No
310,ACER RUBRUM OCT. GLORY,Fall 2018,Yes,-71.0895409996,42.310190040900004,No
311,ACER RUBRUM OCT. GLORY,Fall 2018,Yes,-71.1211599998,42.3102300399,No
312,TILIA CORDATA 'GREEN SPIRE',Spring 2019,Yes,-71.0871100003,42.3104700401,No
313,TILIA TOMENTOSA 'STERLING SILVER',Fall 2018,Yes,-71.0893699999,42.3105900399,No
314,TILIA TOMENTOSA 'STERLING SILVER',Fall 2018,Yes,-71.0893699999,42.3105900399,No
315,MALUS 'ROYAL RAINDROPS',Spring 2019,Yes,-71.0525499994,42.3105900399,Yes
316,LIQUIDAMBAR STYR. 'HAPPI DAZE',Spring 2019,Yes,-71.0869999989,42.31063004,No
317,KOELREUTERIA PANICULATA 'GOLDEN CANDLE',Spring 2019,Yes,-71.0925578783,42.3106562317,No
318,MALUS 'ROYAL RAINDROPS',Fall 2018,Yes,-71.12649999989999,42.310740040300004,No
319,ACER GINNALA FLAME,Spring 2019,Yes,-71.11827,42.31076004,No
320,ACER RUBRUM OCT. GLORY,Fall 2018,Yes,-71.0902200002,42.3109500412,No
321,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2019,Yes,-71.1012799996,42.3110200398,No
322,TILIA CORDATA 'GREEN SPIRE',Spring 2019,Yes,-71.08599999970001,42.3110600402,No
323,QUERCUS PALUSTRIS,Spring 2019,Yes,-71.0858800001,42.3112100388,No
324,ULMUS AMERICANA 'VALLEY FORGE',Spring 2019,Yes,-71.0863899997,42.311230039,No
325,ULMUS AMERICANA 'VALLEY FORGE',Spring 2019,Yes,-71.0863899997,42.311230039,No
326,ULMUS AMERICANA 'VALLEY FORGE',Spring 2019,Yes,-71.0863899997,42.311230039,No
327,TILIA CORDATA 'GREEN SPIRE',Fall 2018,Yes,-71.0581111963,42.311257800300005,No
328,PYRUS CALLERYANA 'CHANTICLEER',Spring 2019,Yes,-71.0856399999,42.311370040199996,No
329,PYRUS CALLERYANA 'CHANTICLEER',Spring 2019,Yes,-71.0856399999,42.311370040199996,No
330,ZELKOVA SERRATA 'GREEN VASE',Spring 2019,Yes,-71.0862199989,42.311620039699996,No
331,ZELKOVA SERRATA 'GREEN VASE',Spring 2019,Yes,-71.0862199989,42.311620039699996,No
332,ACER RUBRUM RED SUNSET,Fall 2018,Yes,-71.05770999970001,42.311790040300004,No
333,LIRIODENDRON 'EMERALD CITY',Spring 2019,Yes,-71.0599800002,42.31184004,No
334,ZELKOVA SERRATA 'GREEN VASE',Fall 2018,Yes,-71.0902200002,42.312000039699996,No
335,QUERCUS ACUTISSIMA,Spring 2019,Yes,-71.05880999930001,42.3120400402,No
336,QUERCUS ACUTISSIMA,Spring 2019,Yes,-71.06151,42.3121800409,No
337,PRUNUS VIRGINIANA CANADA RED,Spring 2019,Yes,-71.06662,42.3122000401,No
338,PRUNUS VIRGINIANA CANADA RED,Spring 2019,Yes,-71.06662,42.3122000401,No
339,PYRUS CALLERYANA 'CHANTICLEER',Spring 2019,Yes,-71.0842199997,42.3122400398,No
340,PYRUS CALLERYANA 'CHANTICLEER',Spring 2019,Yes,-71.0842199997,42.3122400398,No
341,PYRUS CALLERYANA 'CHANTICLEER',Spring 2019,Yes,-71.0842199997,42.3122400398,No
342,PRUNUS SUB AUTUMNALIS,Spring 2019,Yes,-71.1207399996,42.3122400412,No
343,GLEDITSIA TRI. INERMIS HALKA,Fall 2018,Yes,-71.0899499998,42.312310040300005,No
344,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.1202900003,42.31235004,No
345,PYRUS CALLERYANA 'CHANTICLEER',Spring 2019,Yes,-71.06255000029999,42.31238004,No
346,QUERCUS X 'REGAL PRINCE',Spring 2019,Yes,-71.0614699998,42.3125200399,No
347,LIRIODENDRON 'EMERALD CITY',Fall 2018,Yes,-71.1203200004,42.313180040300004,No
348,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.07980000010001,42.3135000398,No
349,ULMUS WILSONIANA 'PROSPECTOR',Fall 2018,Yes,-71.0628199997,42.3142600399,No
350,KOELREUTERIA PANICULATA 'GOLDEN CANDLE',Spring 2019,Yes,-71.0854399999,42.3146200408,No
351,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.1138000002,42.3146400399,No
352,LIQUIDAMBAR STYR,Spring 2019,Yes,-71.0690799996,42.315020040300006,No
353,QUERCUS ACUTISSIMA,Spring 2019,Yes,-71.0613700002,42.3151200397,No
354,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.0642800001,42.315580039699995,No
355,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.11368792100001,42.3160099018,No
356,ZELKOVA SERRATA 'GREEN VASE',Fall 2018,Yes,-71.1141936635,42.316235981300004,No
357,QUERCUS PHELLOS,Spring 2019,Yes,-71.0995899999,42.3164000403,No
358,PRUNUS SUB AUTUMNALIS,Spring 2019,Yes,-71.0996700003,42.3164700408,No
359,ACER CAMPESTRE 'QUEEN ELIZABETH',Fall 2018,Yes,-71.1151723062,42.316830691999996,No
360,QUERCUS PHELLOS,Spring 2019,Yes,-71.061705707,42.3174829353,No
361,LIRIODENDRON 'EMERALD CITY',Spring 2019,Yes,-71.0599199999,42.317560039899995,No
362,KOELREUTERIA PANICULATA 'GOLDEN CANDLE',Spring 2019,Yes,-71.0600999998,42.317580040100005,No
363,ACER TRUNCATUM 'NORWEGIAN SUNSET',Fall 2018,Yes,-71.0995299996,42.3179900413,No
364,ZELKOVA SERRATA 'GREEN VASE',Spring 2019,Yes,-71.05967999970001,42.31809004,No
365,KOELREUTERIA PANICULATA 'GOLDEN CANDLE',Spring 2019,Yes,-71.07879,42.3184700401,No
366,KOELREUTERIA PANICULATA 'GOLDEN CANDLE',Spring 2019,Yes,-71.07879,42.3184700401,No
367,PRUNUS VIRGINIANA CANADA RED,Spring 2019,Yes,-71.06132,42.3185300397,No
368,ZELKOVA SERRATA 'GREEN VASE',Spring 2019,Yes,-71.0585599991,42.3185400403,No
369,PRUNUS VIRGINIANA CANADA RED,Spring 2019,Yes,-71.06120999859999,42.3187100402,No
370,ACER GINNALA FLAME,Spring 2019,Yes,-71.0557499988,42.319440039899995,No
371,QUERCUS BICOLOR,Spring 2019,Yes,-71.11418000020001,42.3196800402,Yes
372,QUERCUS BICOLOR,Spring 2019,Yes,-71.11418000020001,42.3196800402,Yes
373,LIQUIDAMBAR STYR,Fall 2018,Yes,-71.1137700001,42.3199700401,No
374,TILIA CORDATA 'GREEN SPIRE',Fall 2018,Yes,-71.1152200004,42.3203900413,No
375,PRUNUS ROSACEAE 'OKAME',Fall 2018,Yes,-71.1105299996,42.3205500399,No
376,QUERCUS ACUTISSIMA,Spring 2019,Yes,-71.0587740002,42.32104704,No
377,GLEDITSIA TRI. INERMIS HALKA,Fall 2018,Yes,-71.0565799999,42.3213300402,No
378,GYMNOCLADUS DIOICUS,Spring 2019,Yes,-71.0579617696,42.3214743109,No
379,GYMNOCLADUS DIOICUS,Spring 2019,Yes,-71.0579617696,42.3214743109,No
380,ZELKOVA SERRATA 'GREEN VASE',Fall 2018,Yes,-71.0817799993,42.3221300403,No
381,GLEDITSIA TRI. INERMIS HALKA,Fall 2018,Yes,-71.1128200002,42.3223500403,No
382,TILIA TOMENTOSA 'STERLING SILVER',Spring 2019,Yes,-71.0825300216,42.322413575,No
383,GLEDITSIA TRI. INERMIS SKYLINE,Fall 2018,Yes,-71.1010128226,42.322685976100004,No
384,GLEDITSIA TRI. INERMIS SKYLINE,Fall 2018,Yes,-71.1010128226,42.322685976100004,No
385,GLEDITSIA TRI. INERMIS SKYLINE,Fall 2018,Yes,-71.1010128226,42.322685976100004,No
386,GLEDITSIA TRI. INERMIS SKYLINE,Fall 2018,Yes,-71.1010128226,42.322685976100004,No
387,GYMNOCLADUS DIOICUS,Spring 2019,Yes,-71.0605700002,42.3228400403,No
388,CELTIS OCCIDENTALIS,Fall 2018,Yes,-71.1095599997,42.3229500412,No
389,ZELKOVA SERRATA 'VILLAGE GREEN',Spring 2019,Yes,-71.10745363720001,42.322981334699996,No
390,KOELREUTERIA PANICULATA 'GOLDEN CANDLE',Spring 2019,Yes,-71.07673999869999,42.323040040100004,No
391,TILIA CORDATA 'GREEN SPIRE',Fall 2018,Yes,-71.0768369988,42.3230770402,No
392,QUERCUS X 'REGAL PRINCE',Spring 2019,Yes,-71.1012379988,42.3230900402,No
393,ULMUS WILSONIANA 'PROSPECTOR',Spring 2019,Yes,-71.1006900004,42.3231800402,No
394,ULMUS WILSONIANA 'PROSPECTOR',Spring 2019,Yes,-71.1006900004,42.3231800402,No
395,GLEDITSIA TRI. INERMIS SKYLINE,Fall 2018,Yes,-71.1065100001,42.3232800407,No
396,KOELREUTERIA PANICULATA 'GOLDEN CANDLE',Fall 2018,Yes,-71.06086999979999,42.3233000397,No
397,GLEDITSIA TRI. INERMIS HALKA,Fall 2018,Yes,-71.06086999979999,42.3233000397,No
398,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.10315030539999,42.3240739282,No
399,ULMUS CARPINIFOLIA 'ACCOLADE',Fall 2018,Yes,-71.1119808812,42.324819577,No
400,QUERCUS ALBA,Spring 2019,Yes,-71.0830999999,42.3256500398,No
401,QUERCUS ALBA,Spring 2019,Yes,-71.0830999999,42.3256500398,No
402,PRUNUS VIRGINIANA CANADA RED,Spring 2019,Yes,-71.05777192859999,42.3260219448,Yes
403,PRUNUS VIRGINIANA CANADA RED,Spring 2019,Yes,-71.05777192859999,42.3260219448,Yes
404,GYMNOCLADUS DIOICUS,Spring 2019,Yes,-71.0824799998,42.3263000399,No
405,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.087383902,42.326329496,No
406,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.087383902,42.326329496,No
407,ACER GINNALA FLAME,Spring 2019,Yes,-71.1074955391,42.3274342002,No
408,ACER TRUNCATUM 'NORWEGIAN SUNSET',Spring 2019,Yes,-71.0867635084,42.327663611,No
409,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.0867635084,42.327663611,No
410,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.0867635084,42.327663611,No
411,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.0867635084,42.327663611,No
412,QUERCUS PHELLOS,Spring 2019,Yes,-71.1085627826,42.3277229457,No
413,LIQUIDAMBAR STYR,Spring 2019,Yes,-71.1069778858,42.3281880078,No
414,TILIA CORDATA 'GREEN SPIRE',Fall 2018,Yes,-71.05744999939999,42.3285500403,No
415,ZELKOVA SERRATA 'GREEN VASE',Fall 2018,Yes,-71.05707582859999,42.3286079389,No
416,PRUNUS VIRGINIANA CANADA RED,Spring 2019,Yes,-71.10105330430001,42.3288760967,No
417,LIRIODENDRON 'EMERALD CITY',Spring 2019,Yes,-71.0752099998,42.328890039899996,No
418,LIRIODENDRON 'EMERALD CITY',Spring 2019,Yes,-71.0752099998,42.328890039899996,No
419,TILIA TOMENTOSA 'STERLING SILVER',Spring 2019,Yes,-71.0756099989,42.3290510402,No
420,GLEDITSIA TRI. INERMIS HALKA,Spring 2019,Yes,-71.0940775573,42.3300163629,No
421,GLEDITSIA TRI. INERMIS HALKA,Spring 2019,Yes,-71.0940775573,42.3300163629,No
422,TILIA CORDATA 'GREEN SPIRE',Spring 2019,Yes,-71.1047800003,42.3304000411,No
423,GYMNOCLADUS DIOICUS,Spring 2019,Yes,-71.0345199996,42.330500040100006,No
424,ZELKOVA SERRATA 'GREEN VASE',Spring 2019,Yes,-71.0361099997,42.3307800399,No
425,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2019,Yes,-71.09457053930001,42.330828487800005,No
426,ULMUS CARPINIFOLIA 'ACCOLADE',Fall 2018,Yes,-71.08606,42.331150039899995,No
427,ZELKOVA SERRATA 'GREEN VASE',Fall 2018,Yes,-71.08606,42.331150039899995,No
428,GLEDITSIA TRI. INERMIS HALKA,Fall 2018,Yes,-71.08606,42.331150039899995,No
429,ULMUS CARPINIFOLIA 'ACCOLADE',Fall 2018,Yes,-71.08606,42.331150039899995,No
430,ZELKOVA SERRATA 'GREEN VASE',Fall 2018,Yes,-71.08606,42.331150039899995,No
431,GLEDITSIA TRI. INERMIS HALKA,Fall 2018,Yes,-71.08606,42.331150039899995,No
432,ULMUS CARPINIFOLIA 'ACCOLADE',Fall 2018,Yes,-71.08606,42.331150039899995,No
433,ZELKOVA SERRATA 'GREEN VASE',Fall 2018,Yes,-71.08606,42.331150039899995,No
434,GLEDITSIA TRI. INERMIS HALKA,Fall 2018,Yes,-71.08606,42.331150039899995,No
435,QUERCUS PHELLOS,Spring 2019,Yes,-71.0990900003,42.331360040999996,No
436,ZELKOVA SERRATA 'GREEN VASE',Fall 2018,Yes,-71.0370899997,42.33191004,No
437,PYRUS CALLERYANA 'CHANTICLEER',Spring 2019,Yes,-71.0330500001,42.3322100398,No
438,GLEDITSIA TRI. INERMIS HALKA,Spring 2019,Yes,-71.05226999989999,42.3323100398,No
439,PRUNUS VIRGINIANA CANADA RED,Spring 2019,Yes,-71.04716999909999,42.332380039899995,No
440,PRUNUS VIRGINIANA CANADA RED,Spring 2019,Yes,-71.10807834,42.3324184861,No
441,GLEDITSIA TRI. INERMIS HALKA,Spring 2019,Yes,-71.0968800001,42.332480040300005,No
442,LIRIODENDRON 'EMERALD CITY',Fall 2018,Yes,-71.0473099997,42.332610040300004,No
443,MALUS 'ROYAL RAINDROPS',Spring 2019,Yes,-71.1081500004,42.3326300403,No
444,GLEDITSIA TRI. INERMIS HALKA,Spring 2019,Yes,-71.1103299996,42.33278004,No
445,ACER GINNALA FLAME,Spring 2019,Yes,-71.1081500004,42.3327800413,No
446,LIQUIDAMBAR STYR,Spring 2019,Yes,-71.1017869997,42.332966040100004,No
447,QUERCUS PHELLOS,Spring 2019,Yes,-71.1019800001,42.3330400391,No
448,MALUS 'GOLDEN RAINDROPS',Fall 2018,Yes,-71.0480450004,42.3330780407,No
449,LIQUIDAMBAR STYR,Spring 2019,Yes,-71.0964399999,42.333120039899995,No
450,QUERCUS X 'REGAL PRINCE',Spring 2019,Yes,-71.04006999890001,42.3332700398,No
451,LIRIODENDRON 'EMERALD CITY',Spring 2019,Yes,-71.1026400004,42.3337200397,No
452,GLEDITSIA TRI. INERMIS HALKA,Fall 2018,Yes,-71.0959388046,42.333868028000005,No
453,PRUNUS SUB AUTUMNALIS,Fall 2018,Yes,-71.0481170004,42.3339460402,No
454,MALUS 'ROYAL RAINDROPS',Spring 2019,Yes,-71.0447999999,42.33396004,No
455,QUERCUS BICOLOR,Spring 2019,Yes,-71.04118999960001,42.333980040300005,No
456,MALUS 'GOLDEN RAINDROPS',Fall 2018,Yes,-71.04606999939999,42.3340300402,No
457,QUERCUS ALBA,Spring 2019,Yes,-71.0512399997,42.334030040900004,No
458,QUERCUS PHELLOS,Spring 2019,Yes,-71.1028500004,42.3341300407,No
459,GLEDITSIA TRI. INERMIS SKYLINE,Fall 2018,Yes,-71.0460899986,42.3343000402,No
460,LIRIODENDRON 'EMERALD CITY',Spring 2019,Yes,-71.10542999970001,42.334350039899995,No
461,ACER TRUNCATUM 'NORWEGIAN SUNSET',Fall 2018,Yes,-71.0403066808,42.3344760922,No
462,GLEDITSIA TRI. INERMIS HALKA,Spring 2019,Yes,-71.0481700001,42.3344900401,No
463,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2019,Yes,-71.04697,42.3345100402,No
464,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2019,Yes,-71.04697,42.3345100402,No
465,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2019,Yes,-71.04697,42.3345100402,No
466,ZELKOVA SERRATA 'GREEN VASE',Spring 2019,Yes,-71.0295899986,42.3347100401,No
467,TILIA CORDATA 'GREEN SPIRE',Spring 2019,Yes,-71.1067400003,42.3347600401,No
468,GINKGO BILOBA,Spring 2019,Yes,-71.0427378678,42.3348247682,No
469,TILIA CORDATA 'GREEN SPIRE',Spring 2019,Yes,-71.1069500003,42.33490004,No
470,MALUS 'ROYAL RAINDROPS',Spring 2019,Yes,-71.05031,42.3352200413,No
471,ZELKOVA SERRATA 'GREEN VASE',Spring 2019,Yes,-71.0475488941,42.335274164699996,No
472,PYRUS CALLERYANA 'CHANTICLEER',Spring 2019,Yes,-71.0755200003,42.3356300398,No
473,ACER RUBRUM RED SUNSET,Spring 2019,Yes,-71.0744444896,42.3356555777,No
474,GLEDITSIA TRI. INERMIS HALKA,Fall 2018,Yes,-71.05346999999999,42.33584004,No
475,ZELKOVA SERRATA 'GREEN VASE',Fall 2018,Yes,-71.0335899998,42.33588004,No
476,ZELKOVA SERRATA 'GREEN VASE',Spring 2019,Yes,-71.0531749996,42.335958039699996,No
477,KOELREUTERIA PANICULATA 'GOLDEN CANDLE',Spring 2019,Yes,-71.0779999991,42.3361000397,No
478,GLEDITSIA TRI. INERMIS HALKA,Fall 2018,Yes,-71.1004278083,42.336221225100005,No
479,GLEDITSIA TRI. INERMIS HALKA,Fall 2018,Yes,-71.1004278083,42.336221225100005,No
480,ACER RUBRUM RED SUNSET,Spring 2019,Yes,-71.0759799997,42.336470040900004,No
481,GINKGO BILOBA,Spring 2019,Yes,-71.0270100003,42.33648004,No
482,QUERCUS BICOLOR,Spring 2019,Yes,-71.07631552939999,42.3365564533,No
483,QUERCUS X 'REGAL PRINCE',Spring 2019,Yes,-71.0558190002,42.3365970398,No
484,LIRIODENDRON 'EMERALD CITY',Spring 2019,Yes,-71.0751045187,42.336623842899996,No
485,CARPINUS BETULUS 'FASTIGIATE',Spring 2019,Yes,-71.0365574038,42.3367114398,No
486,TILIA TOMENTOSA 'STERLING SILVER',Spring 2019,Yes,-71.0732499998,42.3368100402,No
487,QUERCUS BICOLOR,Spring 2019,Yes,-71.0352400002,42.3368800412,No
488,KOELREUTERIA PANICULATA,Spring 2019,Yes,-71.0746900001,42.3370400403,No
489,QUERCUS PALUSTRIS,Spring 2019,Yes,-71.07672100020001,42.3371489997,No
490,ZELKOVA SERRATA 'GREEN VASE',Spring 2019,Yes,-71.0474579999,42.3372090001,No
491,PRUNUS ROSACEAE 'OKAME',Spring 2019,Yes,-71.06936999999999,42.337220040300004,No
492,KOELREUTERIA PANICULATA,Spring 2019,Yes,-71.07016,42.3374500402,No
493,LIQUIDAMBAR STYR,Spring 2019,Yes,-71.0977719598,42.3374621441,No
494,ACER RUBRUM RED SUNSET,Spring 2019,Yes,-71.0748299998,42.3375680403,No
495,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2019,Yes,-71.07393391869999,42.3379397533,No
496,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2019,Yes,-71.07393391869999,42.3379397533,No
497,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2019,Yes,-71.07393391869999,42.3379397533,No
498,PYRUS CALLERYANA 'CHANTICLEER',Spring 2019,Yes,-71.0391009647,42.337961788899996,No
499,QUERCUS PALUSTRIS,Spring 2019,Yes,-71.0753799997,42.3380700408,No
500,QUERCUS PALUSTRIS,Spring 2019,Yes,-71.0753799997,42.3380700408,No
501,ULMUS AMERICANA 'VALLEY FORGE',Spring 2019,Yes,-71.0721400001,42.3382400397,No
502,ULMUS WILSONIANA 'PROSPECTOR',Spring 2019,Yes,-71.0806500004,42.3382500398,No
503,ULMUS AMERICANA 'VALLEY FORGE',Spring 2019,Yes,-71.0658999994,42.3382600399,No
504,GLEDITSIA TRI. INERMIS HALKA,Spring 2019,Yes,-71.0825797326,42.338295833800004,No
505,GLEDITSIA TRI. INERMIS HALKA,Spring 2019,Yes,-71.0827584317,42.338316547800005,No
506,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2019,Yes,-71.0933799993,42.33833004,No
507,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2019,Yes,-71.0933799993,42.33833004,No
508,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2019,Yes,-71.0933799993,42.33833004,No
509,GLEDITSIA TRI. INERMIS HALKA,Spring 2019,Yes,-71.155795204,42.3386105807,No
510,PYRUS CALLERYANA 'CHANTICLEER',Spring 2019,Yes,-71.0817800002,42.3388100397,No
511,PYRUS CALLERYANA 'CHANTICLEER',Spring 2019,Yes,-71.0817800002,42.3388100397,No
512,GYMNOCLADUS DIOICUS,Spring 2019,Yes,-71.07701999999999,42.338840039699996,No
513,TILIA TOMENTOSA 'STERLING SILVER',Spring 2019,Yes,-71.0698679389,42.338842971999995,No
514,ZELKOVA SERRATA 'GREEN VASE',Spring 2019,Yes,-71.0698679389,42.338842971999995,No
515,ZELKOVA SERRATA 'GREEN VASE',Fall 2018,Yes,-71.05047502859999,42.338860063,No
516,ZELKOVA SERRATA 'GREEN VASE',Fall 2018,Yes,-71.05047502859999,42.338860063,No
517,ACER TRUNCATUM 'NORWEGIAN SUNSET',Spring 2019,Yes,-71.0763699997,42.3388900411,No
518,GLEDITSIA TRI. INERMIS HALKA,Fall 2018,Yes,-71.0727060923,42.338946444899996,No
519,QUERCUS ACUTISSIMA,Spring 2019,Yes,-71.07649000020001,42.338960039899995,No
520,GLEDITSIA TRI. INERMIS HALKA,Spring 2019,Yes,-71.07042999859999,42.3389700399,No
521,LIQUIDAMBAR STYR. 'HAPPI DAZE',Spring 2019,Yes,-71.0814300004,42.339400039699996,No
522,CELTIS OCCIDENTALIS,Spring 2019,Yes,-71.15613999989999,42.3394400387,No
523,TILIA TOMENTOSA 'STERLING SILVER',Spring 2019,Yes,-71.07707000020001,42.33944004,No
524,QUERCUS PHELLOS,Spring 2019,Yes,-71.1564400003,42.33953004,No
525,ULMUS AMERICANA 'VALLEY FORGE',Spring 2019,Yes,-71.0695981011,42.3395691531,No
526,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2019,Yes,-71.0823984076,42.3397501319,No
527,QUERCUS PHELLOS,Spring 2019,Yes,-71.071350337,42.3398590428,No
528,PRUNUS VIRGINIANA CANADA RED,Spring 2019,Yes,-71.1445060004,42.339917039899994,No
529,CELTIS OCCIDENTALIS,Spring 2019,Yes,-71.0685658911,42.3400248297,No
530,LIQUIDAMBAR STYR,Spring 2019,Yes,-71.0782201932,42.3401001405,No
531,QUERCUS PALUSTRIS,Spring 2019,Yes,-71.0914799996,42.3401200399,No
532,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2019,Yes,-71.0731091853,42.340308546100005,No
533,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2019,Yes,-71.0731091853,42.340308546100005,No
534,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2019,Yes,-71.0731091853,42.340308546100005,No
535,ULMUS WILSONIANA 'PROSPECTOR',Fall 2018,Yes,-71.0799900001,42.340330041,No
536,ZELKOVA SERRATA 'GREEN VASE',Spring 2019,Yes,-71.0912699996,42.3404400398,No
537,ZELKOVA SERRATA 'GREEN VASE',Spring 2019,Yes,-71.0912699996,42.3404400398,No
538,GLEDITSIA TRI. INERMIS HALKA,Spring 2019,Yes,-71.07866000029999,42.3404700397,No
539,ACER GINNALA FLAME,Spring 2019,Yes,-71.1450554531,42.3405708367,No
540,ACER RUBRUM RED SUNSET,Spring 2019,Yes,-71.0821600001,42.3405900387,No
541,MALUS 'ROYAL RAINDROPS',Spring 2019,Yes,-71.06849999960001,42.3406000398,No
542,GYMNOCLADUS DIOICUS,Spring 2019,Yes,-71.0741600004,42.3407700398,No
543,ACER TRUNCATUM 'NORWEGIAN SUNSET',Spring 2019,Yes,-71.0737256434,42.3408667813,No
544,GLEDITSIA TRI. INERMIS HALKA,Spring 2019,Yes,-71.06994718109999,42.3408828612,No
545,GLEDITSIA TRI. INERMIS HALKA,Spring 2019,Yes,-71.06994718109999,42.3408828612,No
546,MALUS 'ROYAL RAINDROPS',Spring 2019,Yes,-71.0737774294,42.340912827,No
547,GINKGO BILOBA,Spring 2019,Yes,-71.1422821733,42.341014254099996,No
548,ZELKOVA SERRATA 'GREEN VASE',Spring 2019,Yes,-71.07397979560001,42.3410323903,No
549,QUERCUS PHELLOS,Spring 2019,Yes,-71.1422008084,42.3411083877,No
550,ZELKOVA SERRATA 'GREEN VASE',Fall 2018,Yes,-71.072859,42.3411620399,No
551,QUERCUS ACUTISSIMA,Spring 2019,Yes,-71.09847000020001,42.3412100409,Yes
552,QUERCUS ACUTISSIMA,Spring 2019,Yes,-71.09847000020001,42.3412100409,Yes
