OBJECTID,SITE_NAME,OWNERSHIP,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong
8458,Scalia Square,City of Boston,Dorchester,0.01,"Intersection Ashland, Beach & Park Sts",Residential District,"Malls, Squares & Plazas"
8460,Schroeder Plaza,City of Boston,Roxbury,0.28,"One Schroeder Plaza, Crnr Columbus & Ruggles",Special District,"Malls, Squares & Plazas"
8461,Southwest Corridor Park Extension,BHA,Roxbury,0.17754467,31-81 Prentiss St,Residential District,"Parks, Playgrounds & Athletic Fields"
8462,Solari Square,City of Boston,East Boston,0.005,"Intersection Bennington, Bremen, Neptune",Commercial/Office/Business District,"Malls, Squares & Plazas"
8463,Suffolk Downs T Station Lawns,MBTA,East Boston,0.97,1240 Bennington Street,Special District,"Malls, Squares & Plazas"
8466,Webster Square,City of Boston,Hyde Park,0.05,Intersection of Central & Webster,Residential District,"Malls, Squares & Plazas"
8467,Wolf Square,City of Boston,Roxbury,0.02,"Intersection Crawford, Harold, Abbotsford Sts",Open Space District,"Malls, Squares & Plazas"
8468,Woodworth Square,City of Boston,Hyde Park,0.03,"Intersection Metropolitan, Beacon, Vose",Residential District,"Malls, Squares & Plazas"
8469,Union Street Park II,City of Boston,Central Boston,0.03,Congress Street opposite City Hall,Open Space District,"Malls, Squares & Plazas"
8470,Malcolm X Park II,City of Boston,Roxbury,0.19,Paulding Street,Open Space District,"Parks, Playgrounds & Athletic Fields"
8471,Federal Reserve Plaza,United States of America,Central Boston,2.09,556-624 Atlantic Avenue,Commercial/Office/Business District,"Malls, Squares & Plazas"
8472,East Boston Memorial Park II,Massport,East Boston,3.06, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8473,East Boston Memorial Park III,Commonwealth of Massachusetts,East Boston,2.01, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8474,Bremen Street Park II,Massport,East Boston,0.01, ,Industrial District,"Parks, Playgrounds & Athletic Fields"
8480,Dell Rock II,City of Boston,Hyde Park,0.04, ,Residential District,Urban Wilds & Natural Areas
8485,Bussey Brook Meadow I,City of Boston,Roslindale,24.68,360 South Street,Open Space District,Urban Wilds & Natural Areas
8486,Arborway II,Commonwealth of Massachusetts,Roslindale,1.15, ,Open Space & Residential Districts,"Parkways, Reservations & Beaches"
8487,Forest Hills Tract,BHA,Roslindale,2.45, ,Open Space District,Urban Wilds & Natural Areas
8488,Allandale Woods IV,Private,West Roxbury,6.29, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
8489,Allandale Woods V,Private,West Roxbury,2.78,1215R Centre Street,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
8491,Shirley-Eustis House Grounds,Private,Roxbury,1.3,33 Shirley Street,Residential District,"Parks, Playgrounds & Athletic Fields"
8494,Government Center Garage Plaza,Private,Central Boston,0.94,"New Sudbury, N Washington, New Chardon, Congress",Special District,"Malls, Squares & Plazas"
8495,Cardinal Cushing Park II,City of Boston,Central Boston,0.07,"IFO 15 New Chardon Street (""One Bowdoin Square"")",Open Space District,"Malls, Squares & Plazas"
8496,Bowdoin Mall,City of Boston,Central Boston,0.5,"Btwn Hawkins, New Chardon, Congress, New Sudbury Streets",Special District,"Malls, Squares & Plazas"
8497,Hawkins-New Sudbury Mall I,BRA,Central Boston,0.1,35 New Sudbury Street; 42 New Sudbury Street,Special District,"Malls, Squares & Plazas"
8498,Hawkins-New Sudbury Mall II,City of Boston,Central Boston,0.07,46 New Sudbury Street,Special District,"Malls, Squares & Plazas"
8499,Pier Four Harborwalk,Private,South Boston,0.09,130 Northern Avenue,Special District,"Malls, Squares & Plazas"
8501,Ashburton Place Plaza,Commonwealth of Massachusetts,Central Boston,0.82,One Ashburton Place,Special District,"Malls, Squares & Plazas"
8502,RFK Greenway II,City of Boston,Central Boston,0.29,171 Summer Street,Special District,"Malls, Squares & Plazas"
8503,China Gate Plaza,City of Boston,Central Boston,0.14,Beach Street btwn Hudson St & Surface Artery,Open Space District,"Malls, Squares & Plazas"
8504,Back Bay Fens,City of Boston,Fenway/Kenmore,70.92,"Bounded by Beacon St, Park Drive, The Fenway, Evans Way, Forsyth Way, Westland Ave",Residential District,"Parks, Playgrounds & Athletic Fields"
8505,Riverway I,City of Boston,Fenway/Kenmore,17.18,440 Park Drive,Institutional District,"Parks, Playgrounds & Athletic Fields"
8506,Riverway III,City of Boston,Jamaica Plain,5.3,"W side of Riverway parkway, btwn Netherlands & on ramp  nr Brookline Ice & Coal",Residential District,"Parks, Playgrounds & Athletic Fields"
8507,Riverway IV,Commonwealth of Massachusetts,Jamaica Plain,1.92,"E side of Riverway parkway, Francis St to Huntington Ave (Rt 9)",Residential District,"Parkways, Reservations & Beaches"
8508,Jamaica Pond Park,City of Boston,Jamaica Plain,97.74,507 Jamaica Way,Open Space District,"Parks, Playgrounds & Athletic Fields"
8509,Condor Street Beach II,City of Boston,East Boston,0.2,"Condor Street, Adj to Dist 9 Public Works Yard",Industrial District,"Parks, Playgrounds & Athletic Fields"
8510,Charlesgate II,Commonwealth of Massachusetts,Fenway/Kenmore,1.49,Charlesgate East nr Boylston St;  Charlesgate West btwn Beacon St and Back St,Residential District,"Parkways, Reservations & Beaches"
8511,Kennedy Family Service Center Park,Private,Charlestown,0.11,29 Vine Street,Residential District,"Parks, Playgrounds & Athletic Fields"
8513,London Street Park,MassDOT,East Boston,0.14,89 London Street,Residential District,"Parks, Playgrounds & Athletic Fields"
8514,Agassiz Road,Commonwealth of Massachusetts,Fenway/Kenmore,0.6,Agassiz Road,Open Space District,"Parkways, Reservations & Beaches"
8515,West Roxbury H.S. Campus,City of Boston,West Roxbury,7.0780567, ,Institutional District,"Parks, Playgrounds & Athletic Fields"
8516,Conley School Play Yard,City of Boston,Roslindale,1.42,40 Poplar, ,"Parks, Playgrounds & Athletic Fields"
8517,Columbia Road Park,Commonwealth of Massachusetts,Dorchester,0.12,48 Buttonwood Street,Open Space District,"Parks, Playgrounds & Athletic Fields"
8518,Edward Everett Square,City of Boston,Dorchester,0.09,IFO 695-711R Columbia Rd at intersection of Columbia Rd & E Cottage St,Commercial/Office/Business District,"Malls, Squares & Plazas"
8519,Boylston Street I,City of Boston,Fenway/Kenmore,0.62,Vicinity of Park Drive and Back Bay Fens,Residential District,"Parkways, Reservations & Beaches"
8520,Boylston Street II,Commonwealth of Massachusetts,Fenway/Kenmore,2.4,Vicinity of Bowker Overpass and The Fenway,Residential District,"Parkways, Reservations & Beaches"
8521,The Fenway II,Commonwealth of Massachusetts,Fenway/Kenmore,0.77,The Fenway at Brookline Ave & The Fenway at Boylston Street (near Charlesgate),Residential District,"Parkways, Reservations & Beaches"
8522,Park Drive I,City of Boston,Fenway/Kenmore,5.1,Park Drive from Brookline Ave to Boylston Street near Charlesgate,Residential District,"Parkways, Reservations & Beaches"
8523,Park Drive II,Commonwealth of Massachusetts,Fenway/Kenmore,1.38,Park Drive at Boylston Street & Brookline Ave Intersection,Residential District,"Parkways, Reservations & Beaches"
8525,Riverway II,Commonwealth of Massachusetts,Fenway/Kenmore,2.36,"E side of Riverway parkway, Park Dr to Francis St",Institutional District,"Parkways, Reservations & Beaches"
8526,Riverway V,City of Boston,Fenway/Kenmore,0.45,"E side of Riverway parkway, Autumn St to Francis St",Institutional District,"Parkways, Reservations & Beaches"
8527,Commonwealth Avenue Mall I,City of Boston,Back Bay/Beacon Hill,10.87,Commonwealth Ave btwn Arlington St & Charlesgate East,Residential District,"Malls, Squares & Plazas"
8528,Centre Street II,Commonwealth of Massachusetts,Roslindale,0.19, ,Residential District,"Parkways, Reservations & Beaches"
8529,Centre Street I,Commonwealth of Massachusetts,Jamaica Plain,2.25,Centre St fr Murray Circle to Allandale St (NW side) and Bussey St (SE side),Residential District,"Parkways, Reservations & Beaches"
8530,Centre Street III,City of Boston,Jamaica Plain,0.01,IFO 977-985 Centre Street,Residential District,"Parkways, Reservations & Beaches"
8531,Centre Street V,City of Boston,Roslindale,0.26,SE (inbound) side of Centre St btwn Weld St and VFW Parkway,Institutional District,"Parkways, Reservations & Beaches"
8532,Centre Street IV,Commonwealth of Massachusetts,West Roxbury,0.32,NW side (outbound) of Centre St btwn Allandale St & VFW Parkway,Conservation Protection Subdistrict & Residntl Dst,"Parkways, Reservations & Beaches"
8533,Dever School Schoolyard,City of Boston,Dorchester,1.13, , ,"Parks, Playgrounds & Athletic Fields"
8534,McCormack School Courts,City of Boston,Dorchester,0.32,325 Mt Vernon Street, ,"Parks, Playgrounds & Athletic Fields"
8535,Reserved Channel Harborwalk,Private,South Boston,3.19, ,Industrial District,"Malls, Squares & Plazas"
8536,Pier 10 Mall,BRA,South Boston,0.56,Eastern end of Drydock Avenue,Special District,"Malls, Squares & Plazas"
8537,Tunnel Harborwalk,MassDOT,South Boston,0.18,FID Kennedy Avenue,Special District,"Malls, Squares & Plazas"
8538,Podium Plaza,Massport,South Boston,0.46,1 Seaport Lane,Special District,"Malls, Squares & Plazas"
8539,Williams Tunnel Portal Park,MassDOT,South Boston,0.2,D St Extension above Ted Williams Tunnel Entrance Portal,Industrial District,"Malls, Squares & Plazas"
8540,Aquarium Harborwalk II,BRA,Central Boston,0.5,East side of India Row btwn Aquarium IMAX & Harbor Towers,Special District,"Malls, Squares & Plazas"
8541,India Wharf Harborwalk,Private,Central Boston,0.41,65-85 East India Row,Special District,"Malls, Squares & Plazas"
8542,Rowe's Wharf Harborwalk,Private,Central Boston,1.26,350 Atlantic Avenue,Special District,"Malls, Squares & Plazas"
8543,400R Atlantic Avenue Harborwalk,Private,Central Boston,0.05,400R Atlantic Avenue,Special District,"Malls, Squares & Plazas"
8544,408 Atlantic Avenue Harborwalk,United States of America,Central Boston,0.03,408 Atlantic Avenue,Special District,"Malls, Squares & Plazas"
8545,Independence Wharf Harborwalk,Private,Central Boston,0.18,470 Atlantic Avneue,Industrial District,"Malls, Squares & Plazas"
8546,Mary Soo Hoo Park,MassDOT,Central Boston,0.07,51 Albany Street,Open Space District,"Parks, Playgrounds & Athletic Fields"
8547,Commercial Wharf Harborwalk,Private,Central Boston,0.19,86-87 Commercial Wharf East,Special District,"Malls, Squares & Plazas"
8548,Mishawam Playlots,Private,Charlestown,0.24, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8553,Maple-Sonoma Streets Community Park,City of Boston,Roxbury,0.26,84 Maple Street,Residential District,"Parks, Playgrounds & Athletic Fields"
8554,Erie/Wolcott Streets Park,BNAN_TTOR,Roxbury,0.25,72-78 Erie Street,Residential District,"Parks, Playgrounds & Athletic Fields"
8555,Brighton Common,City of Boston,Allston-Brighton,0.51023197,30 Chestnut Hill Ave,Open Space District,"Malls, Squares & Plazas"
8556,Sweeney Playground,City of Boston,South Boston,0.47965763,180 West Fifth Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8557,Ryan Play Area,City of Boston,Dorchester,0.63,9 Harborview Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8558,Lambert Avenue Playground,City of Boston,Roxbury,0.66,Opposite 52 Lambert Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8559,Adams/King Playground,City of Boston,Dorchester,0.68,470 Adams Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8560,Meany Park,Commonwealth of Massachusetts,Dorchester,0.22341152, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8561,Lincoln Square,City of Boston,Central Boston,0.05486393,Between Emerson & E. Fourth St.,Special District,"Malls, Squares & Plazas"
8564,Clifford Playground,City of Boston,Roxbury,7.65642255,Opposite 65 Proctor St.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8565,Elmhurst Street Park,City of Boston,Dorchester,0.23484021,27-35 Elmhurst Street,Residential District,"Parks, Playgrounds & Athletic Fields"
8566,Kevin Fitzgerald Park,Community Group/Nonprofit,Jamaica Plain,6.58, ,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields"
8567,Dunbarton Woods,City of Boston,West Roxbury,0.68656657, ,Residential District,Urban Wilds & Natural Areas
8569,Joe's American Harborwalk,Private,Central Boston,0.05,98-104 Atlantic Avenue,Special District,"Malls, Squares & Plazas"
8573,Bradford Street Play Area,City of Boston,South End,0.04,18 Bradford Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8574,Lincoln Square,City of Boston,South Boston,0.22,Between Emerson & E. Fourth St.,Residential District,"Malls, Squares & Plazas"
8575,Laviscount Park,City of Boston,Roxbury,0.64,80 Humboldt Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8576,Statler Park,City of Boston,Central Boston,0.22675082,Between Columbus Ave. & Stuart St.,Special District,"Malls, Squares & Plazas"
8577,Hynes Playground,City of Boston,West Roxbury,6.36389352,480 VFW Pkwy,Open Space District,"Parks, Playgrounds & Athletic Fields"
8578,Rink Grounds,Commonwealth of Massachusetts,Charlestown,0.73, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8580,North Square,City of Boston,Central Boston,0.06604965,Between Gdn Court & Moon St.,Residential District,"Malls, Squares & Plazas"
8581,Roxbury Heritage State Park I,Commonwealth of Massachusetts,Roxbury,2.81, ,Institutional District,"Parks, Playgrounds & Athletic Fields"
8583,Blake Estates Urban Wild I,Private,Hyde Park,1.22,Bank of Mother Brook btwn Hyde Park Ave & Fulton St,Industrial District,Urban Wilds & Natural Areas
8584,Railroad Avenue,Commonwealth of Massachusetts,Hyde Park,1.1, ,Residential District,Urban Wilds & Natural Areas
8585,Fairview Cemetery,City of Boston,Hyde Park,57.24643678,28 Fairview Ave.,Residential District,Cemeteries & Burying Grounds
8587,Belvidere/Dalton Plaza,City of Boston,Back Bay/Beacon Hill,0.14717063, ,Commercial/Office/Business District,"Malls, Squares & Plazas"
8588,Joyce Playground,City of Boston,Allston-Brighton,1.31255051,80 Union Street,Open Space District,"Parks, Playgrounds & Athletic Fields"
8589,Cassidy Playground,City of Boston,Allston-Brighton,9.3341859,381 Chestnut Hill Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8590,Shubow Park I,City of Boston,Allston-Brighton,0.57,1825 Commonwealth Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields"
8591,Shubow Park II,City of Boston,Allston-Brighton,0.16,1825 Commonwealth Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields"
8593,Central Square,City of Boston,East Boston,0.90501454,Opposite 22 WM C Kelly Sq.,Open Space District,"Malls, Squares & Plazas"
8595,Watson Park I,BRA,South End,0.08,15 Taylor Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8596,Rossmore/Stedman Park,City of Boston,Jamaica Plain,0.07394843,Opposite 41 Rossmore Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8597,Brewer-Burroughs Tot Lot,City of Boston,Jamaica Plain,0.18565302,Opposite 2 Brewer Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8598,The Fenway I,City of Boston,Fenway/Kenmore,50.28,The Fenway from Emanuel College to Boston Conservatory of Music (Brookline Ave to Boylston St),Residential District,"Parkways, Reservations & Beaches"
8599,Avenue Louis Pasteur,City of Boston,Fenway/Kenmore,1.49, ,Residential District,"Parkways, Reservations & Beaches"
8600,Brighton Police Station Campus,City of Boston,Allston-Brighton,0.45, ,Commercial/Office/Business District,"Malls, Squares & Plazas"
8601,Public Ground,City of Boston,Allston-Brighton,0.06, ,Commercial/Office/Business District,"Malls, Squares & Plazas"
8602,Tebroc Street Playlot,City of Boston,Dorchester,0.02,151 Bowdoin Street,Residential District,"Parks, Playgrounds & Athletic Fields"
8603,BU Grounds West,Private,Allston-Brighton,1.1,899-925 Commonwealth Avenue,Institutional District,"Malls, Squares & Plazas"
8604,BU Grounds Central,Private,Fenway/Kenmore,2.53983108, ,Residential District,"Malls, Squares & Plazas"
8605,BU Grounds South,Private,Fenway/Kenmore,0.83,630-640 Commonwealth Avenue,Residential District,"Malls, Squares & Plazas"
8607,BU Grounds East,Private,Fenway/Kenmore,0.61,594-596 Commonwealth Avenue,Residential District,"Malls, Squares & Plazas"
8608,Aquarium Plaza,Private,Central Boston,0.46,248 Atlantic Avenue,Special District,"Malls, Squares & Plazas"
8609,Aquarium Harborwalk I,Private,Central Boston,0.53,248 Atlantic Avenue,Special District,"Malls, Squares & Plazas"
8610,Kilmarnock-Brookline Square,Private,Fenway/Kenmore,0.1,Brookline Avenue,Commercial/Office/Business District,"Malls, Squares & Plazas"
8612,Hanlon Square,City of Boston,Jamaica Plain,0.04,"IFO 2-6 Francis Street, nr Huntington & Tremeont Streets (Brigham Circle)",Open Space District,"Malls, Squares & Plazas"
8613,Essex Square,City of Boston,Charlestown,0.03,23-25 Essex Street,Residential District,"Malls, Squares & Plazas"
8614,Mt. Pleasant Play Area,City of Boston,Roxbury,0.31333134,30 Mt. Pleasant Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8615,Joslin Park,City of Boston,Fenway/Kenmore,0.30400885,Corner of Pilgrim and Joslin Rd.,Institutional District,"Malls, Squares & Plazas"
8619,Hennigan Schoolyard,City of Boston,Jamaica Plain,1.86, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8621,Portsmouth Street Playground,City of Boston,Allston-Brighton,4.2823461,35 Portsmouth Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8622,Heath Square,City of Boston,Jamaica Plain,0.07251873, ,Residential District,"Malls, Squares & Plazas"
8623,Emmel Square,City of Boston,Roslindale,0.02, ,Residential District,"Malls, Squares & Plazas"
8625,Tremlett Square,City of Boston,Dorchester,0.16,Tremlett Street btwn Waldeck and Hooper Sts (at Waldeck end),Residential District,"Malls, Squares & Plazas"
8626,Bonito Square,City of Boston,East Boston,0.05754655, ,Residential District,"Malls, Squares & Plazas"
8627,Richardson Park,Commonwealth of Massachusetts,Dorchester,1.12087438, ,Residential District,"Malls, Squares & Plazas"
8628,Columbia Road,City of Boston,Dorchester,0.58,Columbia Road btwn Boston Road and I-93,Residential District,"Parkways, Reservations & Beaches"
8629,Mount Vernon Square,Private,Back Bay/Beacon Hill,0.05,Off River Street btwn Mt Vernon St and Pickney St,Residential District,"Malls, Squares & Plazas"
8630,Charlestown Veteran's Memorial Park,City of Boston,Charlestown,0.04,"On Main Street, opposite John Harvard Mall, just north of City Square",Commercial/Office/Business District,"Malls, Squares & Plazas"
8634,Roberts Playground,City of Boston,Dorchester,10.18916048,56 Dunbar Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8635,Willow Pond Meadow,Commonwealth of Massachusetts,Jamaica Plain,6.29554264, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8636,Olmsted Park,City of Boston,Jamaica Plain,42.95562559, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8637,Foster's Nook CG I,City of Boston,South Boston,0.07,344 Athens Street,Residential District,Community Gardens
8638,Foster's Nook CG II,Community Group/Nonprofit,South Boston,0.04,348 Athens Street,Residential District,Community Gardens
8639,Frieda Garcia Park,City of Boston,Back Bay/Beacon Hill,0.27, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields"
8640,Geneva Cliffs II,Private,North Dorchester,1.19,Cedar Avenue,Open Space District,Urban Wilds & Natural Areas
8642,Boundary I,City of Boston,Roslindale,6.92577563, ,Residential District,Urban Wilds & Natural Areas
8643,Stony Brook Reservation III,Commonwealth of Massachusetts,Roslindale,70.42, ,Residential District,"Parkways, Reservations & Beaches"
8644,George Wright Golf Course,City of Boston,Roslindale,156.37,420 West Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8646,DeForest Urban Wild,City of Boston,Hyde Park,1.02, ,Residential District,Urban Wilds & Natural Areas
8647,ICA Pier Walk,Private,South Boston,0.29,100 Northern Avenue,Commercial/Office/Business District,"Malls, Squares & Plazas"
8648,Fan Pier Harborwalk,Private,South Boston,1.66, ,Special District,"Malls, Squares & Plazas"
8649,The Park at Fan Pier,Private,South Boston,1.26,68 Northern Avenue,Special District,"Parks, Playgrounds & Athletic Fields"
8650,McLaughlin Playground,City of Boston,Jamaica Plain,11.72747534,239 Parker Hill Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8651,Parker Hilltop,Private,Jamaica Plain,1.58002668, ,Institutional District,Urban Wilds & Natural Areas
8652,Iroquois Street Woods,Private,Jamaica Plain,1.04421027, ,Institutional District,Urban Wilds & Natural Areas
8654,Butterfly Garden,Community Group/Nonprofit,Jamaica Plain,0.27,9 Bucknam Street,Residential District,"Parks, Playgrounds & Athletic Fields"
8655,BNAN Parcel,BNAN_TTOR,Jamaica Plain,0.27, ,Open Space District,Urban Wilds & Natural Areas
8660,Central Court,Private,Central Boston,0.07,Broad Street,Commercial/Office/Business District,"Malls, Squares & Plazas"
8661,LoPresti Park,City of Boston,East Boston,3.23,33 Summer Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8662,Raymond V. Mellone Park I,City of Boston,Allston-Brighton,1.08, ,Special District,"Parks, Playgrounds & Athletic Fields"
8663,Raymond V. Mellone Park II,City of Boston,Allston-Brighton,0.48, ,Special District,"Parks, Playgrounds & Athletic Fields"
8664,Justice Gourdin Park I,City of Boston,Roxbury,0.53, ,Commercial/Office/Business District,"Malls, Squares & Plazas"
8665,Elliot Norton Park,City of Boston,Central Boston,0.77064426,277 Tremont Str.,Special District,"Parks, Playgrounds & Athletic Fields"
8666,Bay Village Neighborhood Park,City of Boston,Central Boston,0.07965458, ,Commercial/Office/Business District,"Malls, Squares & Plazas"
8667,Beauford Play Area,City of Boston,Roxbury,0.23995873,127 Howard Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8668,King School Park,BRA,Roxbury,0.82,110-122 Intervale St,Open Space District,"Parks, Playgrounds & Athletic Fields"
8669,Children's Park,City of Boston,Roxbury,0.19,81-85 Intervale St,Open Space District,"Parks, Playgrounds & Athletic Fields"
8670,Winthrop Playground,City of Boston,Roxbury,1.5608951, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8674,Denton Square,City of Boston,Roxbury,0.07843967, ,Open Space District,"Malls, Squares & Plazas"
8679,Fredericks Middle School Playground,City of Boston,Roxbury,5.13,262-274 Columbia Road,Industrial District,"Parks, Playgrounds & Athletic Fields"
8680,Woodcliff,City of Boston,Roxbury,1.3,78 Woodcliff Street,Residential District,Urban Wilds & Natural Areas
8681,Ceylon Park I,City of Boston,Roxbury,4.17142627,Opposite 261 Magnolia Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8682,Ceylon Park II,BRA,Roxbury,0.49,Opposite 261 Magnolia Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8683,Dickerman School Yard,City of Boston,Roxbury,0.55,Magnolia Street,Residential District,"Parks, Playgrounds & Athletic Fields"
8684,Hannon Playground,City of Boston,Roxbury,1.97257523,Opposite 624 Dudley Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8685,Melnea Cass Boulevard I,Commonwealth of Massachusetts,South End,3.04353461, ,Industrial District,"Parkways, Reservations & Beaches"
8686,Portal Park,MassDOT,Central Boston,0.36,Causeway St above O'Neill Tunnel Entrance Portal (Zakim Bridge Approach),Open Space District,"Malls, Squares & Plazas"
8687,Old West Church Yard,Private,Central Boston,0.19,131 Cambridge Street,Special District,"Parks, Playgrounds & Athletic Fields"
8688,Healy Playground,City of Boston,Roslindale,9.53912629,Opposite 155 Florence Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8689,South End Library Park,City of Boston,South End,0.19,685 Tremont St,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields"
8690,Menino Park,BRA,Charlestown,1.24,First Avenue & Sixteenth Street,Special District,"Parks, Playgrounds & Athletic Fields"
8691,Mission Main Park,BHA,Mission Hill,0.71, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8693,Tree House Plaza,Commonwealth of Massachusetts,Mission Hill,0.18,600 Rear Huntington Avenue,Institutional District,"Malls, Squares & Plazas"
8694,Alice Taylor Homes Playlots,BHA,Mission Hill,0.15, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8695,Mission Main Longwood Gate,BHA,Mission Hill,0.11,"Longwood Avenue, St Alphonsus St, McGreevey Way",Residential District,"Malls, Squares & Plazas"
8696,Mission Main Playlots,BHA,Mission Hill,0.82, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8698,Franklin Hill Green,BHA,Mattapan,0.51, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8699,Spectacle Island I,City of Boston,Harbor Islands,86, ,Industrial District,"Parks, Playgrounds & Athletic Fields"
8700,Spectacle Island II,Commonwealth of Massachusetts,Harbor Islands,25.52, ,Industrial District,"Parks, Playgrounds & Athletic Fields"
8702,Bunker Hill CC Campus Grounds,Commonwealth of Massachusetts,Charlestown,0, ,Institutional District,"Parks, Playgrounds & Athletic Fields"
8704,Cook Street Play Area,City of Boston,Charlestown,0.0981234,Adjacent to 9 Hill Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8705,Spaulding Rehabilitation Plaza,Private,Charlestown,0.3,300 First Avenue,Special District,"Malls, Squares & Plazas"
8706,Charlestown Naval Shipyard Park II,Private,Charlestown,0.85580779, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields"
8707,Navy Yard Grounds,United States of America,Charlestown,3.58, ,Industrial District,"Parks, Playgrounds & Athletic Fields"
8708,Christopher Columbus Park,City of Boston,Central Boston,4.74438387,110 Atlantic Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8709,Long Wharf,BRA,Central Boston,3.9,206-214 Atlantic Avenue (Harbor End of Wharf),Special District,"Malls, Squares & Plazas"
8710,Long Wharf Boat Access,BRA,Central Boston,0, ,Special District,"Malls, Squares & Plazas"
8711,Peter Looney Park,City of Boston,Charlestown,0.67,127 Old Rutherford Ave.,Residential District,"Parks, Playgrounds & Athletic Fields"
8712,Cleary Square Plaza,City of Boston,Hyde Park,0.07, ,Commercial/Office/Business District,"Malls, Squares & Plazas"
8713,Liberty Tree Park,City of Boston,Central Boston,0.09, ,Open Space District,"Malls, Squares & Plazas"
8714,Charlestown Naval Shipyard Park I,BRA,Charlestown,9.58, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields"
8718,Constitution Beach,Commonwealth of Massachusetts,East Boston,25.39673452, ,Open Space District,"Parkways, Reservations & Beaches"
8719,Umana Schoolyard,City of Boston,East Boston,2.52044147, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8720,Massport Harborwalk,Massport,East Boston,3.52985924, ,Industrial District,"Malls, Squares & Plazas"
8721,Nira Rock,City of Boston,Jamaica Plain,1.37, ,Open Space District,Urban Wilds & Natural Areas
8722,Jefferson Playground,City of Boston,Jamaica Plain,3.29588256,Opposite 200 Heath Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8726,Arborway I,Commonwealth of Massachusetts,Jamaica Plain,12.45, ,Open Space District,"Parkways, Reservations & Beaches"
8727,Forest Hills Station Mall,MBTA,Jamaica Plain,1.33,3699 Washington Street,Open Space District,"Malls, Squares & Plazas"
8728,Amory Street Park,City of Boston,Jamaica Plain,0.12, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8729,Kelly Outdoor Skating Rink,MBTA,Jamaica Plain,0, ,Industrial District,"Parks, Playgrounds & Athletic Fields"
8730,New Academy Estates Courtyard,Private,Jamaica Plain,0, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8731,New Academy Estates Half Court,Private,Jamaica Plain,0, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8732,Hernandez Schoolyard,City of Boston,Jamaica Plain,0, , ,"Parks, Playgrounds & Athletic Fields"
8733,Philbrick Schoolyard,City of Boston,Roslindale,0, ,Residential District,Community Gardens
8734,Dixwell Street Playlot,City of Boston,Jamaica Plain,0,17 Dixwell Street,Residential District,"Parks, Playgrounds & Athletic Fields"
