OBJECTID,SITE_NAME,OWNERSHIP,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong
8481,Woodhaven Street Lot,Private,Mattapan,1.2,26-36 Woodhaven Street,Residential District,Urban Wilds & Natural Areas
8482,Orlando-Monterey Lot II,Private,Mattapan,0.21,100 Almont Street (corner of Orlando Street),Residential District,Urban Wilds & Natural Areas
8484,Richmond & North Streets Park II,MassDOT,Central Boston,0.28,201 North Street,Residential District,"Parks, Playgrounds & Athletic Fields"
8490,The Food Project Lot #1B,Private,Roxbury,0.19, ,Residential District,Community Gardens
8492,Recuperative Center Lawn,Private,West Roxbury,0.31,1251 Centre Street,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields"
8493,Duck Pond Outlet,Private,West Roxbury,0.19,1225R Centre Street,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
8500,Piano Craft Garden,Private,South End,0.56,268-272 Northampton Street,Residential District,"Malls, Squares & Plazas"
8512,Kennedy Family Service Cntr Playlot,Private,Charlestown,0.2,35 Vine Street,Residential District,"Parks, Playgrounds & Athletic Fields"
8549,Medford Street Corridor II,Private,Charlestown,1.63, , ,"Parks, Playgrounds & Athletic Fields"
8550,Pendergast Entrance,Private,Mattapan,1.03,1000 Harvard Street,Residential District,Urban Wilds & Natural Areas
8552,Brookside Community Garden,BNAN_TTOR,Roxbury,0.12,36-44 Merriam Street,Residential District,Community Gardens
8563,Magazine Street Garden,City of Boston,Roxbury,0.1922413, ,Residential District,Community Gardens
8568,Southwest Corridor Community Farm,Community Group/Nonprofit,Jamaica Plain,0.61160726,57 Lamartine Street,Residential District,Community Gardens
8570,Spencer Street Garden,BNAN_TTOR,Dorchester,0.1029241, ,Residential District,Community Gardens
8571,Nira Avenue Garden,BNAN_TTOR,Jamaica Plain,0.16903517, ,Residential District,Community Gardens
8572,Arcola Park Garden,BNAN_TTOR,Jamaica Plain,0.07232682, ,Residential District,"Malls, Squares & Plazas"
8579,Columbia Road Totlot,City of Boston,Dorchester,0.22, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields"
8586,McCormack School Yard,City of Boston,Dorchester,0.58,315 Mt Vernon Street,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields"
8594,Watson Park II,BHA,South End,0.02154804,15 Taylor Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8616,Norton/Stonehurst Garden,BNAN_TTOR,Dorchester,0.08486794, ,Residential District,Community Gardens
8617,Lawn Street Garden,Private,Jamaica Plain,0.13142626, ,Open Space District,Community Gardens
8618,Walden Street Community Garden,Community Group/Nonprofit,Jamaica Plain,0.24024827, ,Residential District,Community Gardens
8620,Round Hill Street Garden,BNAN_TTOR,Jamaica Plain,0.06917935, ,Residential District,Community Gardens
8631,Castle Square Parks,BRA,South End,1.19, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8633,Judge Street,Private,Jamaica Plain,0.14697678, ,Residential District,Urban Wilds & Natural Areas
8653,Parker/Terrace,City of Boston,Jamaica Plain,1.32,77 Terrace Street, ,Urban Wilds & Natural Areas
8658,Mission Hill Community Garden I,BNAN_TTOR,Jamaica Plain,0.34,742 Parker Street,Open Space District,Community Gardens
8659,Mission Hill Community Garden II,BRA,Jamaica Plain,0.15584958, ,Open Space District,Community Gardens
8671,The Food Project Lot #2,City of Boston,Roxbury,1.38,85 Brook Avenue,Residential District,Community Gardens
8672,Leyland Street Garden,BNAN_TTOR,Roxbury,0.39327913, ,Residential District,Community Gardens
8673,Magnolia & Woodford Streets Garden,City of Boston,Roxbury,0.14701905, ,Residential District,Community Gardens
8675,Dacia/Woodcliff Community Garden,BNAN_TTOR,Roxbury,0.29448898, ,Residential District,Community Gardens
8676,"Julian, Judson, Dean Garden",BNAN_TTOR,Roxbury,0.1909683, ,Residential District,Community Gardens
8677,Esparanza Garden,Private,Roxbury,0.11222645, ,Residential District,Community Gardens
8678,Sargent Street Park,Community Group/Nonprofit,Roxbury,0.31034281, ,Residential District,Community Gardens
8692,Rupert-Trinity Park,Private,Dorchester,0.07,Rupert St and Trinity Terrace,Residential District,"Malls, Squares & Plazas"
8697,Mission Church Gardens,Private,Mission Hill,1.13,1545-1565 Tremont St,Institutional District,"Parks, Playgrounds & Athletic Fields"
8701,Bunker Hill CC Athletic Fields,Commonwealth of Massachusetts,Charlestown,14.07, ,Institutional District,"Parks, Playgrounds & Athletic Fields"
8715,Wood Island Bay Edge,Massport,East Boston,3.3712914, ,Special District,Urban Wilds & Natural Areas
8717,Don Orione,Private,East Boston,4.73515262, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
8723,Chapman,Private,Jamaica Plain,5.84964753, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
8724,Showa,Private,Jamaica Plain,19.70244265, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
8725,Daughters of St. Paul,Private,Jamaica Plain,11.70791948, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
8743,Salvation Army Field,Private,Dorchester,1.48, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8748,Stony Brook Commons Park,Private,Roslindale,1.53,390 Blue Ledge Drive,Residential District,"Parks, Playgrounds & Athletic Fields"
8754,Soldiers Field,Private,Allston-Brighton,61.96925141, ,Institutional District,"Parks, Playgrounds & Athletic Fields"
8755,YMCA Athletic Field,Private,Roxbury,2.34, ,Institutional District,"Parks, Playgrounds & Athletic Fields"
8757,Windsor School Athletic Field,Private,Fenway/Kenmore,1.37, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8771,Medford Street Corridor I,Massport,Charlestown,6.85, , ,"Parks, Playgrounds & Athletic Fields"
8776,West Roxbury Quarry,Private,West Roxbury,60.17, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
8777,Roxbury Latin Schl Athletic Fields,Private,West Roxbury,38.5, ,Institutional District,"Parks, Playgrounds & Athletic Fields"
8781,Canterbury I,City of Boston,Roslindale,1.24, ,Residential District,Urban Wilds & Natural Areas
8782,Canterbury II,Private,Roslindale,3.8, ,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields"
8783,Canterbury III,Private,Roslindale,0.64, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8784,Rowe Street Woods,BRA,Roslindale,2.64, ,Residential District,Urban Wilds & Natural Areas
8786,Calvary Cemetery,Private,Roslindale,47.23, ,Residential District,Cemeteries & Burying Grounds
8787,New Calvary Cemetery,Private,Mattapan,54.37336773, ,Open Space District,Cemeteries & Burying Grounds
8790,Prendergast Preventorium,Private,Mattapan,6.81237946, ,Residential District,Urban Wilds & Natural Areas
8801,St Mary's Cemetery,Private,Mattapan,10.62163805, ,Open Space District,Cemeteries & Burying Grounds
8802,Egleston Community Orchard,City of Boston,Jamaica Plain,0.08,195 Boylston Street,Residential District,Community Gardens
8807,Grove Street Cemetery,Private,West Roxbury,24.86576716, ,Open Space District,Cemeteries & Burying Grounds
8810,South St BHA Community Garden,City of Boston,Jamaica Plain,0.21, ,Residential District,Community Gardens
8811,Tommy's Rock (Alpine),City of Boston,Roxbury,0.23,41-43 Alpine Street,Residential District,Urban Wilds & Natural Areas
